,favorite_count_mean,favorite_count_sum,favorite_count_var,retweet_count_mean,retweet_count_sum,retweet_count_var,hashtags_count_mean,hashtags_count_sum,hashtags_count_var,hashtags_count_shared,user.tweets_count_mean,user.tweets_count_sum,user.tweets_count_var,is_rumor_sum,thread_length_len,user.verified_mean,user.verified_sum,user.verified_var,hasperiod_mean,hasperiod_sum,hasperiod_var,number_punct_mean,number_punct_sum,number_punct_var,negativewordcount_mean,negativewordcount_sum,negativewordcount_var,positivewordcount_mean,positivewordcount_sum,positivewordcount_var,sentimentscore_mean,sentimentscore_sum,sentimentscore_var,component_count,largest_cc_diameter,intensityscore,rumorspreader
12,0.5,1,0.5,0,0,0,0,0,0,0.5,9,18,0,0,2,0,0,0,0.5,1,0.5,0.5,1,0.5,0,0,0,0,0,0,-0.0124999999999999,-0.0249999999999999,0.0003124999999999,1,2,0,1
13,7,7,,31,31,,1,1,,0,43933,43933,,1,1,1,1,,2,2,,18,18,,0,0,,0,0,,0,0,,1,1,2.27619329433455E-05,0
14,0,0,,0,0,,0,0,,0,1660,1660,,1,1,0,0,,1,1,,8,8,,0,0,,0,0,,0.025,0.025,,1,1,0.0006024096385542,0
15,0,0,0,0.5,1,0.5,0.5,1,0.5,0,37904,75808,0,1,2,0,0,0,2.5,5,0.5,15,30,2,0,0,0,0,0,0,0.0833333333333333,0.166666666666667,0.0138888888888888,2,1,2.63824398480371E-05,0
16,1,1,,0,0,,0,0,,0,28581,28581,,1,1,0,0,,6,6,,10,10,,0,0,,1,1,,0,0,,1,1,3.49882789265596E-05,0
17,0,0,,0,0,,1,1,,0,2981,2981,,0,1,0,0,,1,1,,3,3,,0,0,,0,0,,-0.5,-0.5,,1,1,0,1
18,0,0,,0,0,,0,0,,0,14547,14547,,1,1,0,0,,0,0,,8,8,,0,0,,0,0,,0,0,,1,1,6.87426960885406E-05,0
19,0,0,,0,0,,1,1,,0,1631,1631,,1,1,0,0,,1,1,,12,12,,0,0,,0,0,,-0.166666666666667,-0.166666666666667,,1,1,0.0006131207847946,1
20,0,0,,0,0,,2,2,,0,1576,1576,,1,1,0,0,,4,4,,7,7,,0,0,,0,0,,0,0,,1,1,0.0006345177664974,0
21,0,0,0,0,0,0,0,0,0,0.8,17874.4,89372,4392.29999999997,0,5,0,0,0,1,5,0.5,2.4,12,0.8,0,0,0,0,0,0,0.18,0.9,0.08075,1,1,0,0
22,1,1,,0,0,,0,0,,0,2534,2534,,1,1,0,0,,0,0,,0,0,,1,1,,0,0,,-0.5,-0.5,,1,1,0.000394632991318,1
23,0,0,,0,0,,0,0,,0,1504,1504,,1,1,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1,1,0.0006648936170212,0
24,0,0,0,0.4,2,0.3,1,5,0,0.8,32298,161490,0,1,5,1,5,0,2.2,11,0.7,17,85,38,0,0,0,0,0,0,0.0176363636363636,0.0881818181818182,0.0144642975206611,4,2,3.09616694532169E-05,0
25,0,0,,0,0,,1,1,,0,24415,24415,,0,1,0,0,,2,2,,17,17,,0,0,,0,0,,0,0,,1,1,0,0
26,0,0,,0,0,,1,1,,0,161,161,,0,1,0,0,,1,1,,15,15,,0,0,,0,0,,0,0,,1,1,0,0
27,1,1,,0,0,,0,0,,0,467,467,,0,1,0,0,,0,0,,6,6,,0,0,,0,0,,0,0,,1,1,0,0
28,0,0,,0,0,,0,0,,0,16995,16995,,0,1,0,0,,0,0,,3,3,,0,0,,0,0,,0,0,,1,1,0,0
29,1,1,,0,0,,0,0,,0,25469,25469,,1,1,0,0,,0,0,,2,2,,0,0,,0,0,,0,0,,1,1,3.92634182731949E-05,0
30,1,1,,1,1,,0,0,,0,10239,10239,,0,1,0,0,,3,3,,4,4,,0,0,,0,0,,0,0,,1,1,0,0
31,0,0,,0,0,,0,0,,0,8521,8521,,1,1,0,0,,1,1,,3,3,,0,0,,0,0,,0.1,0.1,,1,1,0.0001173571177091,0
32,0,0,,0,0,,0,0,,0,766,766,,1,1,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1,1,0.0013054830287206,0
33,0.5,1,0.5,0,0,0,0,0,0,0.5,25519,51038,0,2,2,0,0,0,0.5,1,0.5,7,14,8,0,0,0,0,0,0,0.125,0.25,0.03125,1,1,7.83729769975312E-05,0
34,0,0,,0,0,,0,0,,0,332,332,,0,1,0,0,,1,1,,1,1,,0,0,,0,0,,0,0,,1,1,0,0
35,0,0,,0,0,,0,0,,0,1212,1212,,1,1,0,0,,1,1,,1,1,,1,1,,0,0,,-0.5,-0.5,,1,1,0.0008250825082508,1
36,1,3,1,0,0,0,0,0,0,0.666666666666667,9603.33333333333,28810,120.333333333328,3,3,0,0,0,0.333333333333333,1,0.333333333333333,5.33333333333333,16,4.33333333333333,0,0,0,0,0,0,0.0999999999999999,0.3,0.03,1,1,0.0003123915307185,0
37,0,0,,0,0,,0,0,,0,26194,26194,,1,1,0,0,,0,0,,7,7,,0,0,,0,0,,0,0,,1,1,3.81766816828281E-05,0
38,0,0,,0,0,,0,0,,0,7826,7826,,0,1,0,0,,1,1,,5,5,,0,0,,0,0,,0,0,,1,1,0,0
39,0,0,,0,0,,0,0,,0,482,482,,1,1,0,0,,0,0,,1,1,,0,0,,0,0,,0.8,0.8,,1,1,0.0020746887966804,0
40,1,1,,0,0,,0,0,,0,64,64,,0,1,0,0,,0,0,,1,1,,1,1,,0,0,,-0.5,-0.5,,1,1,0,1
41,0,0,,0,0,,0,0,,0,56750,56750,,0,1,0,0,,2,2,,7,7,,0,0,,0,0,,0,0,,1,1,0,0
42,0,0,,0,0,,0,0,,0,894,894,,0,1,0,0,,0,0,,3,3,,0,0,,0,0,,0,0,,1,1,0,0
43,0,0,,0,0,,0,0,,0,1626,1626,,0,1,0,0,,1,1,,2,2,,0,0,,0,0,,0,0,,1,1,0,0
44,0,0,,0,0,,0,0,,0,27913,27913,,1,1,0,0,,1,1,,2,2,,0,0,,0,0,,0,0,,1,1,3.58256009744563E-05,0
45,0,0,,0,0,,0,0,,0,561,561,,0,1,0,0,,3,3,,8,8,,0,0,,0,0,,0,0,,1,1,0,0
46,1,1,,0,0,,0,0,,0,12544,12544,,0,1,0,0,,1,1,,5,5,,0,0,,1,1,,0.4,0.4,,1,1,0,0
47,0,0,,3,3,,2,2,,0,4610,4610,,1,1,0,0,,0,0,,3,3,,0,0,,0,0,,0.133333333333333,0.133333333333333,,1,1,0.0002169197396963,0
48,0,0,,0,0,,0,0,,0,4095,4095,,1,1,0,0,,0,0,,3,3,,0,0,,0,0,,0,0,,1,1,0.0002442002442002,0
49,0,0,,0,0,,0,0,,0,23323,23323,,1,1,0,0,,2,2,,2,2,,0,0,,0,0,,-1,-1,,1,1,4.28761308579514E-05,1
50,1,1,,0,0,,0,0,,0,596,596,,0,1,0,0,,0,0,,1,1,,0,0,,1,1,,-0.275,-0.275,,1,1,0,1
51,5,5,,10,10,,0,0,,0,55309,55309,,1,1,0,0,,0,0,,6,6,,0,0,,0,0,,0.5,0.5,,1,1,1.80802401055886E-05,0
52,0,0,0,0,0,0,0.25,2,0.214285714285714,0.75,43349.5,346796,0.285714285717562,0,8,0,0,0,1,8,1.14285714285714,4.125,33,3.83928571428571,0.125,1,0.125,0.5,4,0.285714285714286,0.0835227272727272,0.668181818181818,0.0906135625737898,1,2,0,0
53,1,1,,0,0,,0,0,,0,215,215,,0,1,0,0,,0,0,,3,3,,0,0,,0,0,,-0.166666666666667,-0.166666666666667,,1,1,0,1
54,0,0,,0,0,,1,1,,0,481,481,,0,1,0,0,,1,1,,16,16,,0,0,,0,0,,0,0,,1,1,0,0
55,0,0,,0,0,,0,0,,0,4930,4930,,0,1,0,0,,0,0,,1,1,,0,0,,0,0,,0,0,,1,1,0,0
56,0,0,,1,1,,0,0,,0,4890,4890,,0,1,0,0,,1,1,,2,2,,0,0,,0,0,,-0.1,-0.1,,1,1,0,1
57,0.25,1,0.25,0,0,0,0,0,0,0.75,26222,104888,399.999999999988,4,4,0,0,0,0.25,1,0.25,14,56,68.6666666666667,0.75,3,0.25,0,0,0,-0.125,-0.5,0.0625,1,2,0.0001525436656242,1
58,0.5,1,0.5,1.5,3,4.5,0,0,0,0.5,8002,16004,0,2,2,0,0,0,1,2,2,2,4,2,0,0,0,0,0,0,-0.0187499999999999,-0.0374999999999999,0.144453125,1,2,0.000249937515621,1
59,0,0,0,0,0,0,0,0,0,0.5,56914.5,113829,480.5,2,2,0,0,0,1,2,0,6,12,8,0,0,0,0,0,0,0,0,0,1,1,3.51404299431604E-05,0
60,0,0,,0,0,,0,0,,0,71962,71962,,0,1,0,0,,0,0,,5,5,,0,0,,0,0,,0.4,0.4,,1,1,0,0
61,0,0,,0,0,,0,0,,0,1886,1886,,0,1,0,0,,1,1,,5,5,,0,0,,0,0,,0,0,,1,1,0,0
62,0,0,,0,0,,0,0,,0,4873,4873,,0,1,0,0,,0,0,,2,2,,0,0,,0,0,,0,0,,1,1,0,0
63,0,0,,0,0,,0,0,,0,464,464,,1,1,0,0,,0,0,,2,2,,0,0,,0,0,,0,0,,1,1,0.0021551724137931,0
64,0,0,,0,0,,0,0,,0,10973,10973,,0,1,0,0,,0,0,,0,0,,1,1,,1,1,,-0.3125,-0.3125,,1,1,0,1
65,1,1,,0,0,,0,0,,0,11120,11120,,1,1,0,0,,0,0,,5,5,,0,0,,0,0,,-1,-1,,1,1,8.99280575539568E-05,1
66,1,1,,0,0,,0,0,,0,150948,150948,,0,1,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1,1,0,0
67,2,2,,0,0,,1,1,,0,6823,6823,,1,1,0,0,,3,3,,8,8,,0,0,,0,0,,0.416666666666667,0.416666666666667,,1,1,0.0001465630954125,0
68,0,0,,1,1,,0,0,,0,19259,19259,,1,1,0,0,,1,1,,6,6,,0,0,,0,0,,0,0,,1,1,5.19237758969832E-05,0
69,2,2,,0,0,,0,0,,0,8725,8725,,0,1,0,0,,2,2,,4,4,,0,0,,0,0,,1,1,,1,1,0,0
70,1,1,,0,0,,0,0,,0,443,443,,0,1,0,0,,1,1,,1,1,,0,0,,0,0,,0,0,,1,1,0,0
71,29,29,,25,25,,2,2,,0,5079,5079,,0,1,1,1,,3,3,,7,7,,0,0,,0,0,,0,0,,1,1,0,0
72,0,0,,0,0,,0,0,,0,560,560,,1,1,0,0,,0,0,,3,3,,0,0,,0,0,,0,0,,1,1,0.0017857142857142,0
73,0,0,,0,0,,1,1,,0,11462,11462,,0,1,0,0,,2,2,,5,5,,1,1,,0,0,,-0.075,-0.075,,1,1,0,1
74,7,7,,8,8,,1,1,,0,791,791,,0,1,1,1,,5,5,,28,28,,0,0,,0,0,,0,0,,1,1,0,0
75,1,2,0,0,0,0,0,0,0,0.5,970,1940,0,0,2,0,0,0,2,4,0,2,4,0,0,0,0,0,0,0,-0.164177489177489,-0.328354978354978,0.0004020023987556,1,2,0,1
76,0,0,,0,0,,0,0,,0,170,170,,0,1,0,0,,0,0,,3,3,,0,0,,0,0,,0,0,,1,1,0,0
77,0,0,,0,0,,0,0,,0,282,282,,0,1,0,0,,2,2,,4,4,,0,0,,0,0,,0,0,,1,1,0,0
78,1,2,0,1,2,0,0,0,0,0.5,52843,105686,0,2,2,0,0,0,1.5,3,4.5,3.5,7,4.5,0,0,0,0,0,0,-5.03069808033274E-17,-1.00613961606655E-16,0.0012499999999999,1,1,3.78479647256969E-05,1
79,0,0,,0,0,,0,0,,0,1677,1677,,1,1,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1,1,0.0005963029218843,0
80,3,3,,2,2,,1,1,,0,6167,6167,,0,1,0,0,,3,3,,10,10,,0,0,,0,0,,0.4,0.4,,1,1,0,0
81,0,0,,0,0,,0,0,,0,2806,2806,,0,1,0,0,,1,1,,3,3,,0,0,,0,0,,0.0625,0.0625,,1,1,0,0
82,0,0,,0,0,,0,0,,0,3038,3038,,0,1,0,0,,0,0,,2,2,,0,0,,0,0,,-1,-1,,1,1,0,1
83,0,0,0,0,0,0,0,0,0,0.5,4869,9738,8,0,2,0,0,0,1,2,0,8,16,0,0,0,0,0,0,0,0,0,0,2,1,0,0
84,0.5,1,0.5,0,0,0,0,0,0,0.5,4432,8864,0,0,2,0,0,0,0.5,1,0.5,3.5,7,24.5,0,0,0,0,0,0,-0.1,-0.2,0.02,1,2,0,1
85,0,0,,0,0,,0,0,,0,25903,25903,,0,1,0,0,,0,0,,2,2,,0,0,,0,0,,0,0,,1,1,0,0
86,0,0,,0,0,,0,0,,0,24683,24683,,1,1,0,0,,0,0,,4,4,,0,0,,0,0,,0,0,,1,1,4.05137138921525E-05,0
87,0,0,,0,0,,0,0,,0,43912,43912,,0,1,0,0,,0,0,,8,8,,0,0,,0,0,,0,0,,1,1,0,0
88,9,9,,28,28,,0,0,,0,17258,17258,,1,1,0,0,,1,1,,8,8,,0,0,,0,0,,0,0,,1,1,5.79441418472592E-05,0
89,0,0,,0,0,,0,0,,0,9886,9886,,1,1,0,0,,0,0,,1,1,,0,0,,0,0,,-1,-1,,1,1,0.0001011531458628,1
90,26,26,,48,48,,0,0,,0,65388,65388,,1,1,0,0,,1,1,,9,9,,0,0,,0,0,,0,0,,1,1,1.52933259925369E-05,0
91,0,0,,0,0,,0,0,,0,74,74,,1,1,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1,1,0.0135135135135135,0
92,0,0,,1,1,,0,0,,0,28979,28979,,1,1,0,0,,0,0,,2,2,,0,0,,0,0,,-1,-1,,1,1,3.45077469891991E-05,1
93,0,0,,0,0,,0,0,,0,85008,85008,,1,1,0,0,,2,2,,19,19,,1,1,,0,0,,-0.5,-0.5,,1,1,1.17635987201205E-05,1
94,0,0,,0,0,,0,0,,0,1606,1606,,1,1,0,0,,0,0,,0,0,,0,0,,0,0,,-0.4,-0.4,,1,1,0.0006226650062266,1
95,0,0,,3,3,,2,2,,0,4539,4539,,1,1,0,0,,2,2,,20,20,,0,0,,0,0,,0,0,,1,1,0.0002203128442388,0
96,2,2,,0,0,,0,0,,0,12359,12359,,1,1,0,0,,2,2,,4,4,,0,0,,0,0,,0.166666666666667,0.166666666666667,,1,1,8.09126952018772E-05,0
97,0,0,,0,0,,0,0,,0,1113,1113,,1,1,0,0,,1,1,,1,1,,0,0,,0,0,,0.4,0.4,,1,1,0.0008984725965858,0
98,0,0,,0,0,,0,0,,0,3955,3955,,1,1,0,0,,0,0,,0,0,,0,0,,0,0,,0.428571428571429,0.428571428571429,,1,1,0.0002528445006321,0
99,0,0,,0,0,,1,1,,0,24440,24440,,0,1,0,0,,1,1,,25,25,,0,0,,0,0,,-0.3,-0.3,,1,1,0,1
100,5,5,,0,0,,0,0,,0,32221,32221,,0,1,0,0,,0,0,,1,1,,0,0,,0,0,,0,0,,1,1,0,0
101,5,5,,9,9,,0,0,,0,289267,289267,,1,1,0,0,,0,0,,5,5,,0,0,,0,0,,0.5,0.5,,1,1,3.45701376237179E-06,0
102,1,1,,1,1,,0,0,,0,15922,15922,,0,1,0,0,,2,2,,2,2,,0,0,,0,0,,-1,-1,,1,1,0,1
103,0,0,,0,0,,0,0,,0,1954,1954,,0,1,0,0,,0,0,,5,5,,0,0,,1,1,,0.141666666666667,0.141666666666667,,1,1,0,0
104,0,0,,1,1,,2,2,,0,7990,7990,,0,1,0,0,,1,1,,21,21,,0,0,,0,0,,0,0,,1,1,0,0
105,0,0,,0,0,,0,0,,0,8244,8244,,0,1,0,0,,0,0,,2,2,,0,0,,0,0,,0,0,,1,1,0,0
106,0,0,,1,1,,0,0,,0,25068,25068,,1,1,0,0,,1,1,,8,8,,0,0,,0,0,,0,0,,1,1,3.98914951332376E-05,0
107,0,0,0,0,0,0,0,0,0,0.5,47371,94742,0,0,2,0,0,0,1,2,2,9,18,98,0,0,0,0,0,0,-0.115277777777778,-0.230555555555555,0.0265779320987654,1,2,0,1
108,0,0,,0,0,,0,0,,0,399,399,,0,1,0,0,,0,0,,2,2,,1,1,,0,0,,-0.5,-0.5,,1,1,0,1
109,0,0,,0,0,,2,2,,0,8959,8959,,1,1,0,0,,2,2,,16,16,,0,0,,0,0,,-0.6,-0.6,,1,1,0.0001116196004018,1
110,0,0,,0,0,,0,0,,0,2823,2823,,1,1,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1,1,0.0003542330853701,0
111,0,0,,0,0,,2,2,,0,1479,1479,,0,1,0,0,,2,2,,17,17,,0,0,,0,0,,0,0,,1,1,0,0
112,0,0,0,0,0,0,0,0,0,0.5,29181,58362,0,2,2,0,0,0,2,4,8,6,12,18,0,0,0,0.5,1,0.5,0,0,0,1,2,6.85377471642507E-05,0
113,0,0,,0,0,,0,0,,0,86,86,,0,1,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1,1,0,0
114,0.5,1,0.5,1.5,3,4.5,0,0,0,0.5,4599,9198,0,2,2,0,0,0,1.5,3,0.5,9.5,19,40.5,0,0,0,0.5,1,0.5,-0.0416666666666667,-0.0833333333333334,0.0234722222222222,1,2,0.0004348771472059,1
115,1,6,1.2,0,0,0,0.166666666666667,1,0.166666666666667,0.666666666666667,78306,469836,4.79999999999418,6,6,0,0,0,1.16666666666667,7,1.36666666666667,3.16666666666667,19,2.16666666666667,0,0,0,0,0,0,0.0895833333333333,0.5375,0.0641510416666666,1,2,7.66224810359359E-05,0
116,0,0,,0,0,,0,0,,0,10354,10354,,0,1,0,0,,1,1,,2,2,,1,1,,0,0,,-0.5,-0.5,,1,1,0,1
117,0,0,,0,0,,0,0,,0,650,650,,0,1,0,0,,0,0,,0,0,,0,0,,0,0,,0.7,0.7,,1,1,0,0
118,0,0,,0,0,,0,0,,0,13269,13269,,1,1,0,0,,1,1,,9,9,,0,0,,0,0,,0,0,,1,1,7.53636295123973E-05,0
119,0,0,,0,0,,0,0,,0,92,92,,1,1,0,0,,8,8,,10,10,,0,0,,0,0,,-0.4,-0.4,,1,1,0.0108695652173913,1
120,0.5,1,0.5,0,0,0,0,0,0,0.5,3096,6192,0,1,2,0,0,0,0.5,1,0.5,0.5,1,0.5,0,0,0,0,0,0,0.316666666666667,0.633333333333333,0.142222222222222,2,1,0.0003229974160206,0
121,1,1,,2,2,,0,0,,0,5171,5171,,1,1,0,0,,1,1,,8,8,,0,0,,1,1,,0.125,0.125,,1,1,0.0001933861922258,0
122,0.333333333333333,1,0.333333333333333,0,0,0,0,0,0,0.666666666666667,4956,14868,0,0,3,0,0,0,0,0,0,4.33333333333333,13,12.3333333333333,0,0,0,0,0,0,0.0238888888888888,0.0716666666666666,0.095712037037037,2,2,0,0
123,0,0,,0,0,,0,0,,0,15836,15836,,1,1,0,0,,2,2,,3,3,,0,0,,0,0,,0,0,,1,1,6.31472594089417E-05,0
124,0,0,0,0,0,0,0,0,0,0.5,6,12,0,2,2,0,0,0,2,4,2,8.5,17,4.5,0,0,0,0,0,0,0,0,0,1,2,0.333333333333333,0
125,1,1,,1,1,,0,0,,0,30088,30088,,1,1,0,0,,0,0,,2,2,,0,0,,0,0,,0,0,,1,1,3.32358415315076E-05,0
126,0,0,,1,1,,0,0,,0,2559,2559,,1,1,0,0,,0,0,,0,0,,0,0,,0,0,,0.136363636363636,0.136363636363636,,1,1,0.0003907776475185,0
127,0,0,,1,1,,1,1,,0,9389,9389,,1,1,0,0,,0,0,,2,2,,1,1,,0,0,,-0.625,-0.625,,1,1,0.0001065076152944,1
128,0,0,,0,0,,0,0,,0,7618,7618,,1,1,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1,1,0.0001312680493567,0
129,0,0,,0,0,,0,0,,0,6027,6027,,1,1,0,0,,0,0,,1,1,,0,0,,0,0,,0.5,0.5,,1,1,0.0001659200265472,0
130,0,0,0,0,0,0,0,0,0,0.5,16781,33562,0,2,2,0,0,0,2.5,5,12.5,7.5,15,0.5,0.5,1,0.5,0,0,0,0.0875,0.175,0.0153124999999999,1,2,0.0001191824086764,0
131,0,0,,0,0,,0,0,,0,3072,3072,,0,1,0,0,,2,2,,3,3,,1,1,,0,0,,-0.25,-0.25,,1,1,0,1
132,0,0,,0,0,,0,0,,0,79,79,,1,1,0,0,,0,0,,3,3,,0,0,,0,0,,0,0,,1,1,0.0126582278481012,0
133,0,0,,0,0,,2,2,,0,11403,11403,,0,1,0,0,,2,2,,10,10,,0,0,,0,0,,-0.6875,-0.6875,,1,1,0,1
134,1,1,,0,0,,0,0,,0,46102,46102,,1,1,0,0,,1,1,,6,6,,0,0,,0,0,,-0.5,-0.5,,1,1,2.1691032926988E-05,1
135,0,0,,0,0,,0,0,,0,69,69,,0,1,0,0,,1,1,,15,15,,0,0,,0,0,,0.4453125,0.4453125,,1,1,0,0
136,0,0,,0,0,,0,0,,0,2054,2054,,1,1,0,0,,0,0,,6,6,,0,0,,0,0,,0.078125,0.078125,,1,1,0.0004868549172346,0
137,0,0,,0,0,,0,0,,0,469,469,,0,1,0,0,,0,0,,1,1,,0,0,,0,0,,0,0,,1,1,0,0
138,5,5,,1,1,,0,0,,0,12759,12759,,0,1,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1,1,0,0
139,0,0,,0,0,,0,0,,0,476,476,,0,1,0,0,,0,0,,1,1,,0,0,,0,0,,0,0,,1,1,0,0
140,1,1,,0,0,,0,0,,0,12108,12108,,1,1,0,0,,6,6,,7,7,,0,0,,0,0,,-0.233333333333333,-0.233333333333333,,1,1,8.25900231252065E-05,1
141,0,0,,0,0,,0,0,,0,10637,10637,,0,1,0,0,,1,1,,2,2,,0,0,,0,0,,-1,-1,,1,1,0,1
142,0,0,,0,0,,0,0,,0,24623,24623,,1,1,0,0,,0,0,,8,8,,0,0,,0,0,,0,0,,1,1,4.06124355277586E-05,0
143,6,6,,109,109,,1,1,,0,24141,24141,,0,1,1,1,,0,0,,20,20,,0,0,,0,0,,0.4,0.4,,1,1,0,0
144,1,2,2,0,0,0,0,0,0,0.5,19049,38098,0,0,2,0,0,0,0.5,1,0.5,2,4,8,0,0,0,0,0,0,-0.1,-0.2,0.02,1,1,0,1
145,0,0,,0,0,,0,0,,0,2495,2495,,1,1,0,0,,0,0,,0,0,,0,0,,0,0,,0.2,0.2,,1,1,0.0004008016032064,0
146,1,1,,0,0,,0,0,,0,24955,24955,,1,1,0,0,,0,0,,4,4,,0,0,,0,0,,0,0,,1,1,4.00721298337007E-05,0
147,2,2,,2,2,,1,1,,0,8279,8279,,1,1,0,0,,0,0,,12,12,,1,1,,0,0,,0,0,,1,1,0.0001207875347264,0
148,0,0,,0,0,,0,0,,0,364,364,,0,1,0,0,,0,0,,2,2,,0,0,,1,1,,0.8,0.8,,1,1,0,0
149,1,1,,0,0,,0,0,,0,3515,3515,,1,1,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1,1,0.0002844950213371,0
150,0,0,,0,0,,0,0,,0,460,460,,1,1,0,0,,0,0,,1,1,,0,0,,0,0,,0,0,,1,1,0.0021739130434782,0
151,2,2,,0,0,,0,0,,0,16901,16901,,0,1,0,0,,0,0,,6,6,,0,0,,0,0,,0.2,0.2,,1,1,0,0
152,0,0,,0,0,,2,2,,0,5240,5240,,0,1,0,0,,1,1,,13,13,,0,0,,0,0,,0.1,0.1,,1,1,0,0
153,0,0,,0,0,,1,1,,0,31127,31127,,0,1,0,0,,0,0,,1,1,,0,0,,0,0,,0,0,,1,1,0,0
154,1,1,,3,3,,1,1,,0,39858,39858,,0,1,0,0,,2,2,,22,22,,0,0,,0,0,,0,0,,1,1,0,0
155,0,0,,0,0,,0,0,,0,164029,164029,,1,1,0,0,,0,0,,4,4,,0,0,,0,0,,-0.625,-0.625,,1,1,6.0964829389925E-06,1
156,0,0,0,2,4,8,1,2,0,0.5,13064,26128,0,2,2,0,0,0,0.5,1,0.5,15,30,200,0,0,0,0,0,0,-0.166666666666667,-0.333333333333333,0.222222222222222,1,1,0.0001530924678505,1
157,0,0,,0,0,,0,0,,0,1529,1529,,1,1,0,0,,0,0,,3,3,,0,0,,1,1,,-0.325,-0.325,,1,1,0.000654022236756,1
158,1,1,,0,0,,0,0,,0,14156,14156,,1,1,0,0,,2,2,,4,4,,0,0,,0,0,,0,0,,1,1,7.06414241311105E-05,0
159,0,0,,2,2,,1,1,,0,29731,29731,,1,1,1,1,,0,0,,8,8,,0,0,,0,0,,0,0,,1,1,3.36349265076856E-05,0
160,0,0,,0,0,,0,0,,0,30,30,,1,1,0,0,,0,0,,1,1,,0,0,,1,1,,-0.0833333333333333,-0.0833333333333333,,1,1,0.0333333333333333,1
161,261,783,949,981.666666666667,2945,80586.3333333333,0,0,0,0.666666666666667,27453,82359,0,1,3,1,3,0,1,3,1,10,30,39,0,0,0,0,0,0,-0.0999999999999999,-0.3,0.31,1,2,3.6425891523695E-05,1
162,0.5,1,0.5,0.5,1,0.5,0,0,0,0.5,8,16,0,1,2,0,0,0,0.5,1,0.5,8,16,18,0.5,1,0.5,0.5,1,0.5,0.0236111111111111,0.0472222222222222,0.0011149691358024,2,1,0.125,0
