,favorite_count_mean,favorite_count_sum,favorite_count_var,retweet_count_mean,retweet_count_sum,retweet_count_var,hashtags_count_mean,hashtags_count_sum,hashtags_count_var,hashtags_count_shared,user.tweets_count_mean,user.tweets_count_sum,user.tweets_count_var,is_rumor_sum,thread_length_len,user.verified_mean,user.verified_sum,user.verified_var,hasperiod_mean,hasperiod_sum,hasperiod_var,number_punct_mean,number_punct_sum,number_punct_var,negativewordcount_mean,negativewordcount_sum,negativewordcount_var,positivewordcount_mean,positivewordcount_sum,positivewordcount_var,sentimentscore_mean,sentimentscore_sum,sentimentscore_var,component_count,largest_cc_diameter,intensityscore,rumorspreader
29,0,0,,0,0,,0,0,,0,11586,11586,,0,1,0,0,,3,3,,8,8,,0,0,,0,0,,0.26,0.26,,1,1,0,0
30,0,0,0,0,0,0,1,2,2,0,1940,3880,0,1,2,0,0,0,3,6,0,14.5,29,24.5,0,0,0,0,0,0,-0.1,-0.2,0.02,2,1,0.0005154639175257,1
31,0,0,,0,0,,0,0,,0,2137,2137,,0,1,0,0,,0,0,,0,0,,0,0,,0,0,,-0.8,-0.8,,1,1,0,1
32,1,1,,0,0,,0,0,,0,3693,3693,,0,1,0,0,,0,0,,3,3,,0,0,,0,0,,-0.520833333333333,-0.520833333333333,,1,1,0,1
33,0,0,,0,0,,1,1,,0,3766,3766,,0,1,0,0,,1,1,,11,11,,0,0,,0,0,,0.461904761904762,0.461904761904762,,1,1,0,0
34,0,0,,0,0,,0,0,,0,501,501,,1,1,0,0,,0,0,,3,3,,0,0,,0,0,,0.1,0.1,,1,1,0.0019960079840319,0
35,2,4,8,1.5,3,4.5,0,0,0,0.5,433.5,867,112.5,0,2,0,0,0,2,4,0,8.5,17,60.5,0,0,0,0,0,0,0.021875,0.04375,0.0009570312499999,1,2,0,0
36,0,0,,1,1,,1,1,,0,1047,1047,,0,1,0,0,,1,1,,12,12,,0,0,,0,0,,0,0,,1,1,0,0
37,0,0,0,0,0,0,0,0,0,0.5,5455,10910,0,2,2,0,0,0,0,0,0,3.5,7,0.5,0,0,0,0,0,0,0,0,0,1,2,0.0003666361136571,0
38,2,2,,7,7,,0,0,,0,43409,43409,,0,1,0,0,,1,1,,8,8,,0,0,,0,0,,0,0,,1,1,0,0
39,60.5,121,1104.5,300,600,18050,2,4,0,0.5,1724.5,3449,12.5,1,2,0,0,0,1.5,3,0.5,12.5,25,0.5,0,0,0,0,0,0,-0.1,-0.2,0.02,1,2,0.0005798782255726,1
40,48,96,1800,138,276,882,2,4,0,0.5,3686.5,7373,312.5,1,2,0,0,0,2,4,0,10,20,8,0,0,0,0,0,0,0,0,0,1,2,0.0002712600027126,0
41,2,122,84.0000000000001,2.80327868852459,171,408.627322404371,0.081967213114754,5,0.0765027322404371,0.967213114754098,54778.8360655738,3341509,24387.3393442631,61,61,0,0,0,0.639344262295082,39,0.634426229508197,7.55737704918033,461,8.85081967213114,0.081967213114754,5,0.0765027322404371,0.0983606557377049,6,0.0901639344262294,-0.0495179953812125,-3.02059771825397,0.0768549467062945,1,2,0.001113568749927,1
42,0,0,,0,0,,0,0,,0,5657,5657,,0,1,0,0,,0,0,,1,1,,0,0,,0,0,,0,0,,1,1,0,0
43,1,1,,0,0,,1,1,,0,14623,14623,,0,1,0,0,,1,1,,10,10,,0,0,,0,0,,0,0,,1,1,0,0
44,0,0,,0,0,,0,0,,0,1817,1817,,0,1,0,0,,0,0,,4,4,,0,0,,0,0,,0.5,0.5,,1,1,0,0
45,1,3,1,0,0,0,0,0,0,0.666666666666667,7000.66666666667,21002,8.33333333333258,0,3,0,0,0,2,6,4,4.66666666666667,14,6.33333333333333,0,0,0,0.666666666666667,2,0.333333333333333,-0.0249999999999999,-0.075,0.001875,1,2,0,1
46,0,0,0,0,0,0,0,0,0,0.5,6175,12350,32,1,2,0,0,0,1.5,3,0.5,2,4,2,0,0,0,0.5,1,0.5,0.35,0.7,0.245,2,1,0.000161943319838,0
47,0,0,,0,0,,0,0,,0,223,223,,0,1,0,0,,3,3,,5,5,,1,1,,0,0,,-0.491666666666667,-0.491666666666667,,1,1,0,1
48,156,156,,303,303,,1,1,,0,36931,36931,,0,1,0,0,,2,2,,13,13,,0,0,,0,0,,-0.4,-0.4,,1,1,0,1
49,21,63,1323,52,156,8112,0.333333333333333,1,0.333333333333333,0.333333333333333,4752,14256,0,0,3,0,0,0,1.33333333333333,4,2.33333333333333,4,12,3,0,0,0,0,0,0,0,0,0,1,2,0,0
50,0.2,1,0.2,0.2,1,0.2,0,0,0,0.8,7348,36740,0,5,5,0,0,0,0.2,1,0.2,1,5,2,0,0,0,0,0,0,0.05,0.25,0.0125,1,2,0.0006804572672836,0
51,0,0,,0,0,,0,0,,0,4745,4745,,0,1,0,0,,0,0,,2,2,,0,0,,0,0,,0,0,,1,1,0,0
52,0,0,,0,0,,0,0,,0,15,15,,0,1,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1,1,0,0
53,0,0,,0,0,,0,0,,0,9066,9066,,0,1,0,0,,1,1,,10,10,,0,0,,0,0,,-0.025,-0.025,,1,1,0,1
54,2,2,,0,0,,0,0,,0,15741,15741,,0,1,0,0,,0,0,,4,4,,0,0,,0,0,,0.625,0.625,,1,1,0,0
55,1,2,2,0,0,0,0,0,0,0.5,588.5,1177,0.5,0,2,0,0,0,1.5,3,4.5,3,6,8,0,0,0,0,0,0,-0.4,-0.8,0.32,2,1,0,1
56,0,0,,0,0,,1,1,,0,318592,318592,,0,1,0,0,,0,0,,6,6,,0,0,,0,0,,0,0,,1,1,0,0
57,0.5,1,0.5,0,0,0,0,0,0,0.5,6172.5,12345,2112.5,0,2,0,0,0,1.5,3,4.5,2.5,5,0.5,0,0,0,0,0,0,0,0,0,2,1,0,0
58,0,0,,0,0,,0,0,,0,666,666,,0,1,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1,1,0,0
59,1,1,,0,0,,0,0,,0,8553,8553,,0,1,0,0,,1,1,,4,4,,0,0,,0,0,,0.192857142857143,0.192857142857143,,1,1,0,0
60,0,0,,0,0,,0,0,,0,115236,115236,,0,1,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1,1,0,0
61,0,0,,0,0,,0,0,,0,5503,5503,,0,1,0,0,,3,3,,4,4,,0,0,,0,0,,0.225,0.225,,1,1,0,0
62,0,0,,0,0,,1,1,,0,350,350,,0,1,0,0,,1,1,,2,2,,0,0,,0,0,,0.2,0.2,,1,1,0,0
63,0,0,,0,0,,0,0,,0,218844,218844,,0,1,0,0,,1,1,,1,1,,0,0,,1,1,,0.8,0.8,,1,1,0,0
64,0,0,0,0,0,0,0,0,0,0.5,34440,68880,0,0,2,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0.5,1,0.5,1,1,0,0
65,0.375,3,0.267857142857143,0.125,1,0.125,0.125,1,0.125,0.75,328.75,2630,0.499999999999999,0,8,0,0,0,1.25,10,0.5,3.625,29,6.55357142857143,0,0,0,0,0,0,0.0816287878787878,0.653030303030303,0.0161553440246622,1,2,0,0
66,0,0,,0,0,,0,0,,0,693,693,,1,1,0,0,,0,0,,2,2,,0,0,,1,1,,0.0402777777777777,0.0402777777777777,,1,1,0.0014430014430014,0
67,0,0,,0,0,,0,0,,0,38635,38635,,0,1,0,0,,0,0,,1,1,,0,0,,0,0,,0,0,,1,1,0,0
68,0.5,1,0.5,0,0,0,0,0,0,0.5,128908,257816,0,0,2,0,0,0,0,0,0,0.5,1,0.5,0,0,0,1,2,0,0.0499999999999999,0.0999999999999999,0.125,1,2,0,0
69,0,0,0,0,0,0,0,0,0,0.857142857142857,27424.5714285714,191972,847.285714285705,6,7,0,0,0,2.57142857142857,18,0.952380952380952,7.71428571428571,54,15.9047619047619,0,0,0,0,0,0,0.026271645021645,0.183901515151515,0.0423266604765184,4,2,0.0002187819056945,0
70,0,0,,0,0,,0,0,,0,36601,36601,,0,1,0,0,,0,0,,0,0,,0,0,,1,1,,0.25,0.25,,1,1,0,0
71,0,0,,0,0,,0,0,,0,6925,6925,,0,1,0,0,,2,2,,6,6,,0,0,,0,0,,0,0,,1,1,0,0
72,0,0,,0,0,,0,0,,0,3965,3965,,1,1,0,0,,0,0,,5,5,,0,0,,0,0,,0,0,,1,1,0.0002522068095838,0
73,1,1,,0,0,,1,1,,0,6,6,,0,1,0,0,,1,1,,14,14,,0,0,,0,0,,0,0,,1,1,0,0
74,0,0,,0,0,,1,1,,0,20160,20160,,0,1,0,0,,2,2,,16,16,,0,0,,0,0,,0,0,,1,1,0,0
75,175,175,,333,333,,2,2,,0,20163,20163,,0,1,0,0,,1,1,,12,12,,0,0,,0,0,,0.5,0.5,,1,1,0,0
76,0,0,,2,2,,1,1,,0,147619,147619,,0,1,0,0,,0,0,,5,5,,0,0,,0,0,,0.425,0.425,,1,1,0,0
77,6,6,,1,1,,0,0,,0,19592,19592,,0,1,0,0,,0,0,,1,1,,0,0,,0,0,,0,0,,1,1,0,0
78,2,2,,0,0,,2,2,,0,35338,35338,,0,1,0,0,,0,0,,7,7,,0,0,,0,0,,0,0,,1,1,0,0
79,0,0,,0,0,,0,0,,0,8668,8668,,1,1,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1,1,0.0001153668666359,0
80,0,0,0,0,0,0,0,0,0,0.5,381,762,0,2,2,0,0,0,2.5,5,4.5,3.5,7,0.5,0.5,1,0.5,0.5,1,0.5,2.77555756156289E-17,5.55111512312578E-17,1.54074395550979E-33,1,1,0.0052493438320209,0
81,0,0,,0,0,,0,0,,0,4618,4618,,0,1,0,0,,1,1,,4,4,,1,1,,0,0,,-0.7,-0.7,,1,1,0,1
82,214,214,,458,458,,3,3,,0,57278,57278,,0,1,0,0,,1,1,,11,11,,0,0,,0,0,,0.155113636363636,0.155113636363636,,1,1,0,0
83,5.5,11,40.5,40,80,1922,0.5,1,0.5,0,2578,5156,72,2,2,0,0,0,0,0,0,4,8,8,0,0,0,0,0,0,0.178571428571429,0.357142857142857,0.0637755102040816,2,1,0.0007757951900698,0
84,0.75,3,0.916666666666667,1.5,6,5.66666666666667,0,0,0,0.75,16150.25,64601,306.25,1,4,0,0,0,1,4,0,6.25,25,4.25,0,0,0,0,0,0,-0.05,-0.2,0.01,2,2,6.19185461525363E-05,1
85,0,0,,0,0,,0,0,,0,10109,10109,,0,1,0,0,,1,1,,10,10,,0,0,,0,0,,0,0,,1,1,0,0
86,0,0,,1,1,,0,0,,0,20593,20593,,0,1,0,0,,1,1,,12,12,,0,0,,0,0,,0.55,0.55,,1,1,0,0
87,0,0,,0,0,,1,1,,0,514,514,,1,1,0,0,,0,0,,7,7,,0,0,,0,0,,0.0875,0.0875,,1,1,0.0019455252918287,0
88,4,4,,1,1,,0,0,,0,8885,8885,,0,1,0,0,,2,2,,4,4,,0,0,,0,0,,0,0,,1,1,0,0
89,0,0,,0,0,,0,0,,0,12948,12948,,0,1,0,0,,0,0,,0,0,,0,0,,0,0,,0.227272727272727,0.227272727272727,,1,1,0,0
90,1,1,,0,0,,0,0,,0,215,215,,0,1,0,0,,0,0,,0,0,,0,0,,0,0,,0.6,0.6,,1,1,0,0
91,0,0,,0,0,,0,0,,0,3508,3508,,0,1,0,0,,0,0,,5,5,,0,0,,0,0,,0.65,0.65,,1,1,0,0
92,103.4,517,5151.8,218.8,1094,26124.2,0,0,0,0.8,39014.4,195072,7641.29999999996,0,5,1,5,0,2.2,11,0.2,15,75,2.5,0,0,0,0,0,0,-0.124242424242424,-0.621212121212121,0.0268778696051423,1,2,0,1
93,0,0,,0,0,,0,0,,0,13848,13848,,0,1,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1,1,0,0
94,1,1,,0,0,,0,0,,0,19484,19484,,0,1,0,0,,1,1,,3,3,,0,0,,0,0,,-1,-1,,1,1,0,1
95,1,1,,1,1,,0,0,,0,11073,11073,,1,1,0,0,,2,2,,13,13,,0,0,,0,0,,-0.4,-0.4,,1,1,9.03097624853247E-05,1
96,0.3,6,0.852631578947368,0.1,2,0.0947368421052631,0,0,0,0.95,12011.4,240228,2236.88421052631,0,20,0,0,0,0.45,9,0.471052631578947,1.75,35,1.56578947368421,0,0,0,0.2,4,0.168421052631579,-0.0183333333333333,-0.366666666666667,0.046375456871345,1,2,0,1
97,0,0,,0,0,,0,0,,0,152,152,,0,1,0,0,,0,0,,1,1,,0,0,,0,0,,0,0,,1,1,0,0
98,0.375,6,0.783333333333333,0.1875,3,0.295833333333333,3.3125,53,2.09583333333333,0.75,10518.25,168292,10027.5333333333,7,16,0,0,0,1.75,28,0.333333333333333,16.6875,267,9.69583333333334,0.0625,1,0.0624999999999999,0,0,0,-0.03125,-0.5,0.0156249999999999,12,2,0.0006655099469968,1
99,0,0,,0,0,,0,0,,0,2351,2351,,0,1,0,0,,0,0,,2,2,,0,0,,0,0,,-0.0333333333333333,-0.0333333333333333,,1,1,0,1
100,0,0,,0,0,,0,0,,0,24315,24315,,1,1,0,0,,1,1,,5,5,,0,0,,0,0,,-0.2,-0.2,,1,1,4.11268764137364E-05,1
101,0,0,0,0,0,0,0,0,0,0.666666666666667,45590,136770,147,3,3,0,0,0,0,0,0,2.33333333333333,7,4.33333333333333,0.333333333333333,1,0.333333333333333,0,0,0,-0.191666666666667,-0.575,0.296458333333333,2,1,6.58039043649923E-05,1
102,0,0,0,0,0,0,0,0,0,0.5,13637,27274,0,0,2,0,0,0,1.5,3,0.5,7,14,8,0,0,0,0,0,0,0.0833333333333333,0.166666666666667,0.0138888888888888,1,2,0,0
103,0,0,,0,0,,0,0,,0,927,927,,0,1,0,0,,0,0,,1,1,,0,0,,0,0,,0.8,0.8,,1,1,0,0
104,0,0,,0,0,,0,0,,0,9826,9826,,0,1,0,0,,2,2,,16,16,,0,0,,0,0,,0,0,,1,1,0,0
105,0,0,,0,0,,0,0,,0,3707,3707,,1,1,0,0,,1,1,,4,4,,0,0,,0,0,,0.0666666666666666,0.0666666666666666,,1,1,0.0002697599136768,0
106,1,1,,0,0,,1,1,,0,2172,2172,,1,1,0,0,,0,0,,3,3,,0,0,,0,0,,0.133333333333333,0.133333333333333,,1,1,0.0004604051565377,0
107,0,0,,0,0,,0,0,,0,19374,19374,,0,1,0,0,,0,0,,2,2,,0,0,,0,0,,0,0,,1,1,0,0
108,0,0,0,0,0,0,0,0,0,0.5,9715.5,19431,12960.5,0,2,0,0,0,1,2,0,6,12,2,0,0,0,0,0,0,0,0,0,2,1,0,0
109,0,0,,0,0,,2,2,,0,6563,6563,,0,1,0,0,,2,2,,14,14,,0,0,,0,0,,0,0,,1,1,0,0
110,0,0,,0,0,,0,0,,0,56607,56607,,0,1,0,0,,2,2,,7,7,,0,0,,1,1,,-0.578125,-0.578125,,1,1,0,1
111,2.33333333333333,7,4.33333333333333,0.666666666666667,2,0.333333333333333,0.333333333333333,1,0.333333333333333,0.333333333333333,2440,7320,75,0,3,0,0,0,1.33333333333333,4,1.33333333333333,4.33333333333333,13,20.3333333333333,0,0,0,0,0,0,-0.375,-1.125,0.140625,2,2,0,1
112,0,0,,0,0,,1,1,,0,2575,2575,,0,1,0,0,,3,3,,4,4,,0,0,,0,0,,0,0,,1,1,0,0
113,1,1,,0,0,,0,0,,0,5117,5117,,0,1,0,0,,1,1,,5,5,,0,0,,0,0,,0,0,,1,1,0,0
114,0,0,,1,1,,0,0,,0,3074,3074,,0,1,0,0,,2,2,,14,14,,0,0,,0,0,,0,0,,1,1,0,0
115,0,0,0,0,0,0,0,0,0,0.5,303,606,0,0,2,0,0,0,1,2,0,3.5,7,4.5,0,0,0,0,0,0,0,0,0,1,2,0,0
116,0,0,,0,0,,0,0,,0,4037,4037,,1,1,0,0,,1,1,,5,5,,0,0,,0,0,,0,0,,1,1,0.0002477086945751,0
117,6,12,72,8.5,17,144.5,0.5,1,0.5,0,9864,19728,18,0,2,0,0,0,2,4,2,8,16,32,0,0,0,0,0,0,0.0249999999999999,0.0499999999999999,0.0012499999999999,1,2,0,0
118,0,0,,0,0,,0,0,,0,38243,38243,,0,1,0,0,,4,4,,8,8,,0,0,,0,0,,-0.85,-0.85,,1,1,0,1
119,0,0,0,0,0,0,1,2,0,0.5,12679.5,25359,24.5,2,2,0,0,0,0,0,0,4.5,9,0.5,0,0,0,0,0,0,-0.5,-1,0.5,2,1,0.000157734926456,1
120,27,54,1458,109.5,219,23980.5,1,2,2,0,59239,118478,9800,0,2,0,0,0,1,2,2,6,12,50,0,0,0,0,0,0,0,0,0,1,2,0,0
121,0,0,,0,0,,0,0,,0,4136,4136,,1,1,0,0,,1,1,,9,9,,0,0,,0,0,,0.118181818181818,0.118181818181818,,1,1,0.0002417794970986,0
122,1,1,,2,2,,0,0,,0,8720,8720,,0,1,0,0,,0,0,,0,0,,0,0,,0,0,,-0.25,-0.25,,1,1,0,1
123,1,1,,2,2,,0,0,,0,45694,45694,,0,1,0,0,,1,1,,7,7,,0,0,,0,0,,0,0,,1,1,0,0
124,0,0,,0,0,,0,0,,0,183,183,,0,1,0,0,,0,0,,6,6,,0,0,,0,0,,-0.2,-0.2,,1,1,0,1
125,0,0,,0,0,,2,2,,0,3432,3432,,1,1,0,0,,1,1,,10,10,,0,0,,0,0,,0,0,,1,1,0.0002913752913752,0
126,0,0,,0,0,,0,0,,0,21940,21940,,0,1,0,0,,2,2,,2,2,,0,0,,0,0,,0,0,,1,1,0,0
127,0,0,,0,0,,0,0,,0,14353,14353,,0,1,0,0,,1,1,,2,2,,0,0,,0,0,,0,0,,1,1,0,0
128,0,0,,0,0,,3,3,,0,821,821,,1,1,0,0,,2,2,,16,16,,0,0,,0,0,,-0.2,-0.2,,1,1,0.0012180267965895,1
129,0,0,0,0,0,0,0,0,0,0.5,502,1004,0,0,2,0,0,0,1.5,3,0.5,4,8,2,0,0,0,0,0,0,0,0,0,1,1,0,0
130,0,0,,0,0,,0,0,,0,2705,2705,,0,1,0,0,,6,6,,11,11,,0,0,,0,0,,0,0,,1,1,0,0
131,1,1,,1,1,,0,0,,0,2953,2953,,0,1,0,0,,0,0,,2,2,,0,0,,0,0,,0,0,,1,1,0,0
132,1,1,,0,0,,0,0,,0,9672,9672,,0,1,0,0,,1,1,,1,1,,0,0,,0,0,,-0.4375,-0.4375,,1,1,0,1
133,0,0,0,0,0,0,1.5,3,0.5,0,56681.5,113363,220.5,2,2,0,0,0,1,2,2,6,12,18,0,0,0,0,0,0,-0.1,-0.2,0.02,2,1,3.52848813104805E-05,1
134,0.5,1,0.5,0,0,0,0,0,0,0.5,23519,47038,0,0,2,1,2,0,1.5,3,0.5,2,4,2,0,0,0,0,0,0,-0.0375,-0.075,0.0028125,1,1,0,1
135,0,0,,0,0,,0,0,,0,285,285,,0,1,0,0,,5,5,,7,7,,0,0,,0,0,,0,0,,1,1,0,0
136,0.2,1,0.2,0.2,1,0.2,0,0,0,0.8,9409.8,47049,135.199999999995,0,5,0,0,0,1.6,8,1.3,2.6,13,3.3,0.2,1,0.2,0,0,0,-0.02,-0.1,0.0119999999999999,2,2,0,1
137,1,1,,1,1,,0,0,,0,8768,8768,,0,1,0,0,,1,1,,6,6,,0,0,,0,0,,-0.223214285714286,-0.223214285714286,,1,1,0,1
138,0,0,,0,0,,0,0,,0,29,29,,0,1,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1,1,0,0
139,2,2,,0,0,,0,0,,0,21692,21692,,0,1,0,0,,0,0,,13,13,,0,0,,0,0,,0,0,,1,1,0,0
140,0,0,,0,0,,0,0,,0,11275,11275,,0,1,0,0,,0,0,,2,2,,0,0,,0,0,,0,0,,1,1,0,0
141,0,0,,0,0,,0,0,,0,2032,2032,,0,1,0,0,,1,1,,1,1,,0,0,,0,0,,0,0,,1,1,0,0
142,3,3,,1,1,,0,0,,0,1146,1146,,1,1,0,0,,1,1,,2,2,,0,0,,0,0,,0.020595238095238,0.020595238095238,,1,1,0.0008726003490401,0
143,0,0,0,0,0,0,0,0,0,0.666666666666667,1493.66666666667,4481,11781.3333333333,0,3,0,0,0,1,3,3,3.33333333333333,10,4.33333333333333,0,0,0,0,0,0,-0.0447916666666666,-0.134375,0.0294563802083333,1,2,0,1
144,0,0,,2,2,,0,0,,0,2130,2130,,0,1,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1,1,0,0
145,0.666666666666667,2,0.333333333333333,2,6,3,0,0,0,0.666666666666667,16066.6666666667,48200,0.33333333333303,0,3,0,0,0,1,3,1,5.33333333333333,16,6.33333333333333,0,0,0,0.333333333333333,1,0.333333333333333,-0.0166666666666666,-0.05,0.0008333333333333,1,2,0,1
146,0,0,,0,0,,0,0,,0,18902,18902,,0,1,0,0,,2,2,,2,2,,1,1,,1,1,,-0.5,-0.5,,1,1,0,1
147,1,1,,0,0,,0,0,,0,37860,37860,,0,1,1,1,,1,1,,1,1,,0,0,,0,0,,0,0,,1,1,0,0
148,0,0,,0,0,,0,0,,0,3145,3145,,1,1,0,0,,0,0,,0,0,,0,0,,1,1,,0.7,0.7,,1,1,0.0003179650238473,0
149,0,0,0,0,0,0,1,2,0,0.5,2377.5,4755,4.5,0,2,0,0,0,1,2,0,8,16,2,0,0,0,0,0,0,0,0,0,2,1,0,0
150,0,0,,0,0,,0,0,,0,775,775,,1,1,0,0,,2,2,,5,5,,0,0,,0,0,,-0.125,-0.125,,1,1,0.0012903225806451,1
151,0,0,,0,0,,1,1,,0,4141,4141,,0,1,0,0,,2,2,,10,10,,0,0,,0,0,,0,0,,1,1,0,0
152,0,0,0,0,0,0,0.5,1,0.5,0,2689,5378,0,0,2,0,0,0,0,0,0,0.5,1,0.5,0,0,0,0,0,0,0,0,0,1,1,0,0
153,0.2,1,0.2,0,0,0,0,0,0,0.8,1882.4,9412,58.7999999999994,0,5,0,0,0,2.2,11,1.2,7.4,37,2.3,0,0,0,0.2,1,0.2,0.195,0.975,0.0495,1,2,0,0
154,0,0,,0,0,,0,0,,0,2754,2754,,0,1,0,0,,0,0,,0,0,,1,1,,0,0,,-0.8,-0.8,,1,1,0,1
