favorite_count_mean,favorite_count_sum,favorite_count_var,retweet_count_mean,retweet_count_sum,retweet_count_var,hashtags_count_mean,hashtags_count_sum,hashtags_count_var,hashtags_count_shared,user.tweets_count_mean,user.tweets_count_sum,user.tweets_count_var,is_rumor_sum,thread_length_len,user.verified_mean,user.verified_sum,user.verified_var,hasperiod_mean,hasperiod_sum,hasperiod_var,number_punct_mean,number_punct_sum,number_punct_var,negativewordcount_mean,negativewordcount_sum,negativewordcount_var,positivewordcount_mean,positivewordcount_sum,positivewordcount_var,sentimentscore_mean,sentimentscore_sum,sentimentscore_var,component_count,largest_cc_diameter,intensityscore,rumorspreader
0.5,1,0.5,1.5,3,4.5,0.0,0,0.0,0.5,8002.0,16004,0.0,2,2,0.0,0,0.0,1.0,2,2.0,2.0,4,2.0,0.0,0,0.0,0.0,0,0.0,-0.01874999999999999,-0.03749999999999998,0.144453125,1,2,0.00024993751562109475,0
0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.5,56914.5,113829,480.5,2,2,0.0,0,0.0,1.0,2,0.0,6.0,12,8.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1,1,3.514042994316036e-05,0
0.0,0,,0.0,0,,0.0,0,,0.0,71962.0,71962,,0,1,0.0,0,,0.0,0,,5.0,5,,0.0,0,,0.0,0,,0.4,0.4,,1,1,0.0,0
0.0,0,,0.0,0,,0.0,0,,0.0,1886.0,1886,,0,1,0.0,0,,1.0,1,,5.0,5,,0.0,0,,0.0,0,,0.0,0.0,,1,1,0.0,0
0.0,0,,0.0,0,,0.0,0,,0.0,4873.0,4873,,0,1,0.0,0,,0.0,0,,2.0,2,,0.0,0,,0.0,0,,0.0,0.0,,1,1,0.0,0
0.0,0,,0.0,0,,0.0,0,,0.0,464.0,464,,1,1,0.0,0,,0.0,0,,2.0,2,,0.0,0,,0.0,0,,0.0,0.0,,1,1,0.0021551724137931034,0
0.0,0,,0.0,0,,0.0,0,,0.0,10973.0,10973,,0,1,0.0,0,,0.0,0,,0.0,0,,1.0,1,,1.0,1,,-0.3125,-0.3125,,1,1,0.0,0
1.0,1,,0.0,0,,0.0,0,,0.0,11120.0,11120,,1,1,0.0,0,,0.0,0,,5.0,5,,0.0,0,,0.0,0,,-1.0,-1.0,,1,1,8.992805755395684e-05,0
1.0,1,,0.0,0,,0.0,0,,0.0,150948.0,150948,,0,1,0.0,0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,,0.0,0.0,,1,1,0.0,0
2.0,2,,0.0,0,,1.0,1,,0.0,6823.0,6823,,1,1,0.0,0,,3.0,3,,8.0,8,,0.0,0,,0.0,0,,0.4166666666666667,0.4166666666666667,,1,1,0.0001465630954125751,0
0.0,0,,1.0,1,,0.0,0,,0.0,19259.0,19259,,1,1,0.0,0,,1.0,1,,6.0,6,,0.0,0,,0.0,0,,0.0,0.0,,1,1,5.192377589698323e-05,0
2.0,2,,0.0,0,,0.0,0,,0.0,8725.0,8725,,0,1,0.0,0,,2.0,2,,4.0,4,,0.0,0,,0.0,0,,1.0,1.0,,1,1,0.0,0
1.0,1,,0.0,0,,0.0,0,,0.0,443.0,443,,0,1,0.0,0,,1.0,1,,1.0,1,,0.0,0,,0.0,0,,0.0,0.0,,1,1,0.0,0
29.0,29,,25.0,25,,2.0,2,,0.0,5079.0,5079,,0,1,1.0,1,,3.0,3,,7.0,7,,0.0,0,,0.0,0,,0.0,0.0,,1,1,0.0,0
0.0,0,,0.0,0,,0.0,0,,0.0,560.0,560,,1,1,0.0,0,,0.0,0,,3.0,3,,0.0,0,,0.0,0,,0.0,0.0,,1,1,0.0017857142857142857,0
0.0,0,,0.0,0,,1.0,1,,0.0,11462.0,11462,,0,1,0.0,0,,2.0,2,,5.0,5,,1.0,1,,0.0,0,,-0.075,-0.075,,1,1,0.0,0
7.0,7,,8.0,8,,1.0,1,,0.0,791.0,791,,0,1,1.0,1,,5.0,5,,28.0,28,,0.0,0,,0.0,0,,0.0,0.0,,1,1,0.0,0
1.0,2,0.0,0.0,0,0.0,0.0,0,0.0,0.5,970.0,1940,0.0,0,2,0.0,0,0.0,2.0,4,0.0,2.0,4,0.0,0.0,0,0.0,0.0,0,0.0,-0.16417748917748914,-0.3283549783549783,0.00040200239875564395,1,2,0.0,0
0.0,0,,0.0,0,,0.0,0,,0.0,170.0,170,,0,1,0.0,0,,0.0,0,,3.0,3,,0.0,0,,0.0,0,,0.0,0.0,,1,1,0.0,0
0.0,0,,0.0,0,,0.0,0,,0.0,282.0,282,,0,1,0.0,0,,2.0,2,,4.0,4,,0.0,0,,0.0,0,,0.0,0.0,,1,1,0.0,0
1.0,2,0.0,1.0,2,0.0,0.0,0,0.0,0.5,52843.0,105686,0.0,2,2,0.0,0,0.0,1.5,3,4.5,3.5,7,4.5,0.0,0,0.0,0.0,0,0.0,-5.0306980803327406e-17,-1.0061396160665481e-16,0.001249999999999995,1,1,3.7847964725696876e-05,0
0.0,0,,0.0,0,,0.0,0,,0.0,1677.0,1677,,1,1,0.0,0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,,0.0,0.0,,1,1,0.0005963029218843172,0
3.0,3,,2.0,2,,1.0,1,,0.0,6167.0,6167,,0,1,0.0,0,,3.0,3,,10.0,10,,0.0,0,,0.0,0,,0.4,0.4,,1,1,0.0,0
0.0,0,,0.0,0,,0.0,0,,0.0,2806.0,2806,,0,1,0.0,0,,1.0,1,,3.0,3,,0.0,0,,0.0,0,,0.0625,0.0625,,1,1,0.0,0
0.0,0,,0.0,0,,0.0,0,,0.0,3038.0,3038,,0,1,0.0,0,,0.0,0,,2.0,2,,0.0,0,,0.0,0,,-1.0,-1.0,,1,1,0.0,0
0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.5,4869.0,9738,8.0,0,2,0.0,0,0.0,1.0,2,0.0,8.0,16,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,2,1,0.0,0
0.5,1,0.5,0.0,0,0.0,0.0,0,0.0,0.5,4432.0,8864,0.0,0,2,0.0,0,0.0,0.5,1,0.5,3.5,7,24.5,0.0,0,0.0,0.0,0,0.0,-0.1,-0.2,0.020000000000000004,1,2,0.0,0
0.0,0,,0.0,0,,0.0,0,,0.0,25903.0,25903,,0,1,0.0,0,,0.0,0,,2.0,2,,0.0,0,,0.0,0,,0.0,0.0,,1,1,0.0,0
0.0,0,,0.0,0,,0.0,0,,0.0,24683.0,24683,,1,1,0.0,0,,0.0,0,,4.0,4,,0.0,0,,0.0,0,,0.0,0.0,,1,1,4.0513713892152495e-05,0
0.0,0,,0.0,0,,0.0,0,,0.0,43912.0,43912,,0,1,0.0,0,,0.0,0,,8.0,8,,0.0,0,,0.0,0,,0.0,0.0,,1,1,0.0,0
9.0,9,,28.0,28,,0.0,0,,0.0,17258.0,17258,,1,1,0.0,0,,1.0,1,,8.0,8,,0.0,0,,0.0,0,,0.0,0.0,,1,1,5.794414184725924e-05,0
0.0,0,,0.0,0,,0.0,0,,0.0,9886.0,9886,,1,1,0.0,0,,0.0,0,,1.0,1,,0.0,0,,0.0,0,,-1.0,-1.0,,1,1,0.00010115314586283633,0
26.0,26,,48.0,48,,0.0,0,,0.0,65388.0,65388,,1,1,0.0,0,,1.0,1,,9.0,9,,0.0,0,,0.0,0,,0.0,0.0,,1,1,1.5293325992536856e-05,0
0.0,0,,0.0,0,,0.0,0,,0.0,74.0,74,,1,1,0.0,0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,,0.0,0.0,,1,1,0.013513513513513514,0
0.0,0,,1.0,1,,0.0,0,,0.0,28979.0,28979,,1,1,0.0,0,,0.0,0,,2.0,2,,0.0,0,,0.0,0,,-1.0,-1.0,,1,1,3.450774698919907e-05,0
0.0,0,,0.0,0,,0.0,0,,0.0,85008.0,85008,,1,1,0.0,0,,2.0,2,,19.0,19,,1.0,1,,0.0,0,,-0.5,-0.5,,1,1,1.1763598720120459e-05,0
0.0,0,,0.0,0,,0.0,0,,0.0,1606.0,1606,,1,1,0.0,0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,,-0.4,-0.4,,1,1,0.0006226650062266501,0
0.0,0,,3.0,3,,2.0,2,,0.0,4539.0,4539,,1,1,0.0,0,,2.0,2,,20.0,20,,0.0,0,,0.0,0,,0.0,0.0,,1,1,0.0002203128442388191,0
2.0,2,,0.0,0,,0.0,0,,0.0,12359.0,12359,,1,1,0.0,0,,2.0,2,,4.0,4,,0.0,0,,0.0,0,,0.1666666666666666,0.1666666666666666,,1,1,8.091269520187717e-05,0
0.0,0,,0.0,0,,0.0,0,,0.0,1113.0,1113,,1,1,0.0,0,,1.0,1,,1.0,1,,0.0,0,,0.0,0,,0.4,0.4,,1,1,0.0008984725965858042,0
0.0,0,,0.0,0,,0.0,0,,0.0,3955.0,3955,,1,1,0.0,0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,,0.4285714285714285,0.4285714285714285,,1,1,0.00025284450063211124,0
0.0,0,,0.0,0,,1.0,1,,0.0,24440.0,24440,,0,1,0.0,0,,1.0,1,,25.0,25,,0.0,0,,0.0,0,,-0.3,-0.3,,1,1,0.0,0
5.0,5,,0.0,0,,0.0,0,,0.0,32221.0,32221,,0,1,0.0,0,,0.0,0,,1.0,1,,0.0,0,,0.0,0,,0.0,0.0,,1,1,0.0,0
5.0,5,,9.0,9,,0.0,0,,0.0,289267.0,289267,,1,1,0.0,0,,0.0,0,,5.0,5,,0.0,0,,0.0,0,,0.5,0.5,,1,1,3.457013762371788e-06,0
1.0,1,,1.0,1,,0.0,0,,0.0,15922.0,15922,,0,1,0.0,0,,2.0,2,,2.0,2,,0.0,0,,0.0,0,,-1.0,-1.0,,1,1,0.0,0
0.0,0,,0.0,0,,0.0,0,,0.0,1954.0,1954,,0,1,0.0,0,,0.0,0,,5.0,5,,0.0,0,,1.0,1,,0.1416666666666666,0.1416666666666666,,1,1,0.0,0
0.0,0,,1.0,1,,2.0,2,,0.0,7990.0,7990,,0,1,0.0,0,,1.0,1,,21.0,21,,0.0,0,,0.0,0,,0.0,0.0,,1,1,0.0,0
0.0,0,,0.0,0,,0.0,0,,0.0,8244.0,8244,,0,1,0.0,0,,0.0,0,,2.0,2,,0.0,0,,0.0,0,,0.0,0.0,,1,1,0.0,0
0.0,0,,1.0,1,,0.0,0,,0.0,25068.0,25068,,1,1,0.0,0,,1.0,1,,8.0,8,,0.0,0,,0.0,0,,0.0,0.0,,1,1,3.9891495133237594e-05,0
0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.5,47371.0,94742,0.0,0,2,0.0,0,0.0,1.0,2,2.0,9.0,18,98.0,0.0,0,0.0,0.0,0,0.0,-0.11527777777777776,-0.2305555555555555,0.02657793209876542,1,2,0.0,0
0.0,0,,0.0,0,,0.0,0,,0.0,399.0,399,,0,1,0.0,0,,0.0,0,,2.0,2,,1.0,1,,0.0,0,,-0.5,-0.5,,1,1,0.0,0
0.0,0,,0.0,0,,2.0,2,,0.0,8959.0,8959,,1,1,0.0,0,,2.0,2,,16.0,16,,0.0,0,,0.0,0,,-0.6,-0.6,,1,1,0.00011161960040183056,0
0.0,0,,0.0,0,,0.0,0,,0.0,2823.0,2823,,1,1,0.0,0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,,0.0,0.0,,1,1,0.00035423308537017357,0
0.0,0,,0.0,0,,2.0,2,,0.0,1479.0,1479,,0,1,0.0,0,,2.0,2,,17.0,17,,0.0,0,,0.0,0,,0.0,0.0,,1,1,0.0,0
0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.5,29181.0,58362,0.0,2,2,0.0,0,0.0,2.0,4,8.0,6.0,12,18.0,0.0,0,0.0,0.5,1,0.5,0.0,0.0,0.0,1,2,6.853774716425071e-05,0
0.0,0,,0.0,0,,0.0,0,,0.0,86.0,86,,0,1,0.0,0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,,0.0,0.0,,1,1,0.0,0
0.5,1,0.5,1.5,3,4.5,0.0,0,0.0,0.5,4599.0,9198,0.0,2,2,0.0,0,0.0,1.5,3,0.5,9.5,19,40.5,0.0,0,0.0,0.5,1,0.5,-0.0416666666666667,-0.0833333333333334,0.023472222222222207,1,2,0.0004348771472059143,0
1.0,6,1.2000000000000002,0.0,0,0.0,0.16666666666666666,1,0.16666666666666669,0.6666666666666667,78306.0,469836,4.79999999999418,6,6,0.0,0,0.0,1.1666666666666667,7,1.3666666666666667,3.1666666666666665,19,2.166666666666667,0.0,0,0.0,0.0,0,0.0,0.08958333333333335,0.5375000000000001,0.06415104166666667,1,2,7.662248103593594e-05,0
0.0,0,,0.0,0,,0.0,0,,0.0,10354.0,10354,,0,1,0.0,0,,1.0,1,,2.0,2,,1.0,1,,0.0,0,,-0.5,-0.5,,1,1,0.0,0
0.0,0,,0.0,0,,0.0,0,,0.0,650.0,650,,0,1,0.0,0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,,0.7,0.7,,1,1,0.0,0
0.0,0,,0.0,0,,0.0,0,,0.0,13269.0,13269,,1,1,0.0,0,,1.0,1,,9.0,9,,0.0,0,,0.0,0,,0.0,0.0,,1,1,7.536362951239732e-05,0
0.0,0,,0.0,0,,0.0,0,,0.0,92.0,92,,1,1,0.0,0,,8.0,8,,10.0,10,,0.0,0,,0.0,0,,-0.4,-0.4,,1,1,0.010869565217391304,0
0.5,1,0.5,0.0,0,0.0,0.0,0,0.0,0.5,3096.0,6192,0.0,1,2,0.0,0,0.0,0.5,1,0.5,0.5,1,0.5,0.0,0,0.0,0.0,0,0.0,0.31666666666666665,0.6333333333333333,0.1422222222222222,2,1,0.00032299741602067185,0
1.0,1,,2.0,2,,0.0,0,,0.0,5171.0,5171,,1,1,0.0,0,,1.0,1,,8.0,8,,0.0,0,,1.0,1,,0.125,0.125,,1,1,0.00019338619222587506,0
0.3333333333333333,1,0.33333333333333337,0.0,0,0.0,0.0,0,0.0,0.6666666666666667,4956.0,14868,0.0,0,3,0.0,0,0.0,0.0,0,0.0,4.333333333333333,13,12.333333333333334,0.0,0,0.0,0.0,0,0.0,0.023888888888888894,0.07166666666666668,0.09571203703703704,2,2,0.0,0
0.0,0,,0.0,0,,0.0,0,,0.0,15836.0,15836,,1,1,0.0,0,,2.0,2,,3.0,3,,0.0,0,,0.0,0,,0.0,0.0,,1,1,6.314725940894166e-05,0
0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.5,6.0,12,0.0,2,2,0.0,0,0.0,2.0,4,2.0,8.5,17,4.5,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1,2,0.3333333333333333,0
1.0,1,,1.0,1,,0.0,0,,0.0,30088.0,30088,,1,1,0.0,0,,0.0,0,,2.0,2,,0.0,0,,0.0,0,,0.0,0.0,,1,1,3.323584153150758e-05,0
