favorite_count_mean,favorite_count_sum,favorite_count_var,retweet_count_mean,retweet_count_sum,retweet_count_var,hashtags_count_mean,hashtags_count_sum,hashtags_count_var,hashtags_count_shared,user.tweets_count_mean,user.tweets_count_sum,user.tweets_count_var,is_rumor_sum,thread_length_len,user.verified_mean,user.verified_sum,user.verified_var,hasperiod_mean,hasperiod_sum,hasperiod_var,number_punct_mean,number_punct_sum,number_punct_var,negativewordcount_mean,negativewordcount_sum,negativewordcount_var,positivewordcount_mean,positivewordcount_sum,positivewordcount_var,sentimentscore_mean,sentimentscore_sum,sentimentscore_var,component_count,largest_cc_diameter,intensityscore,rumorspreader
4.333333333333333,13,10.333333333333332,5.0,15,39.0,0.0,0,0.0,0.6666666666666667,79971.0,239913,3267.0,0,3,0.0,0,0.0,0.6666666666666666,2,0.33333333333333337,1.6666666666666667,5,2.3333333333333335,0.0,0,0.0,0.0,0,0.0,-0.016666666666666663,-0.04999999999999999,0.050833333333333335,1,2,0.0,0
2.0,4,2.0,0.0,0,0.0,2.5,5,4.5,0.0,7343.0,14686,0.0,2,2,0.0,0,0.0,1.5,3,0.5,5.0,10,18.0,0.0,0,0.0,0.0,0,0.0,0.14285714285714285,0.2857142857142857,0.04081632653061224,1,1,0.00027236824186299875,0
0.0,0,,0.0,0,,0.0,0,,0.0,31758.0,31758,,1,1,0.0,0,,0.0,0,,3.0,3,,0.0,0,,0.0,0,,0.5,0.5,,1,1,3.1488128975376285e-05,0
1.0,2,2.0,0.5,1,0.5,1.0,2,0.0,0.5,5629.0,11258,0.0,1,2,0.0,0,0.0,0.0,0,0.0,2.0,4,2.0,0.0,0,0.0,0.0,0,0.0,0.04166666666666665,0.0833333333333333,0.0001388888888888895,2,1,0.00017765144785930004,0
0.0,0,,0.0,0,,0.0,0,,0.0,55387.0,55387,,1,1,0.0,0,,0.0,0,,3.0,3,,0.0,0,,0.0,0,,-0.75,-0.75,,1,1,1.805477819704985e-05,0
0.16666666666666666,2,0.15151515151515155,0.08333333333333333,1,0.08333333333333334,0.0,0,0.0,0.9166666666666666,19659.0,235908,0.0,0,12,0.0,0,0.0,2.25,27,1.2954545454545454,8.0,96,6.545454545454547,0.08333333333333333,1,0.08333333333333333,0.16666666666666666,2,0.1515151515151515,-0.012638888888888894,-0.15166666666666673,0.17286639309764312,2,2,0.0,0
138.0,276,6050.0,141.0,282,2450.0,1.0,2,0.0,0.5,231.5,463,0.5,0,2,1.0,2,0.0,1.0,2,0.0,5.0,10,8.0,0.0,0,0.0,0.0,0,0.0,-0.04166666666666665,-0.0833333333333333,0.0034722222222222194,1,2,0.0,0
1.0,3,1.0,0.3333333333333333,1,0.33333333333333337,0.0,0,0.0,0.6666666666666667,6734.0,20202,0.0,0,3,0.0,0,0.0,3.0,9,0.0,5.333333333333333,16,2.333333333333334,0.3333333333333333,1,0.33333333333333337,0.3333333333333333,1,0.33333333333333337,0.1333333333333334,0.40000000000000013,0.10333333333333329,2,1,0.0,0
0.0,0,,0.0,0,,1.0,1,,0.0,5297.0,5297,,1,1,0.0,0,,2.0,2,,10.0,10,,0.0,0,,0.0,0,,0.0,0.0,,1,1,0.00018878610534264677,0
1.0,1,,1.0,1,,0.0,0,,0.0,34044.0,34044,,0,1,0.0,0,,0.0,0,,11.0,11,,0.0,0,,0.0,0,,-0.3333333333333333,-0.3333333333333333,,1,1,0.0,0
0.0,0,,0.0,0,,0.0,0,,0.0,18.0,18,,1,1,0.0,0,,0.0,0,,4.0,4,,0.0,0,,0.0,0,,-0.45,-0.45,,1,1,0.05555555555555555,0
0.0,0,,0.0,0,,2.0,2,,0.0,6046.0,6046,,1,1,0.0,0,,3.0,3,,17.0,17,,0.0,0,,0.0,0,,0.0,0.0,,1,1,0.00016539861065167054,0
0.0,0,,3.0,3,,1.0,1,,0.0,2749.0,2749,,1,1,0.0,0,,6.0,6,,8.0,8,,0.0,0,,0.0,0,,-0.1,-0.1,,1,1,0.0003637686431429611,0
0.0,0,,0.0,0,,0.0,0,,0.0,2341.0,2341,,0,1,0.0,0,,1.0,1,,1.0,1,,0.0,0,,0.0,0,,0.2857142857142857,0.2857142857142857,,1,1,0.0,0
0.0,0,,1.0,1,,0.0,0,,0.0,2199.0,2199,,0,1,0.0,0,,0.0,0,,9.0,9,,0.0,0,,0.0,0,,0.0,0.0,,1,1,0.0,0
0.0,0,0.0,0.0,0,0.0,1.0,10,0.0,0.9,3064.0,30640,0.0,10,10,0.0,0,0.0,0.0,0,0.0,6.0,60,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1,1,0.0032637075718015664,0
0.0,0,,0.0,0,,0.0,0,,0.0,81871.0,81871,,1,1,0.0,0,,3.0,3,,8.0,8,,1.0,1,,0.0,0,,-1.0,-1.0,,1,1,1.221433718899244e-05,0
0.0,0,,0.0,0,,1.0,1,,0.0,21975.0,21975,,1,1,0.0,0,,2.0,2,,9.0,9,,0.0,0,,0.0,0,,0.1041666666666666,0.1041666666666666,,1,1,4.5506257110352676e-05,0
0.0,0,,0.0,0,,1.0,1,,0.0,5383.0,5383,,1,1,0.0,0,,1.0,1,,14.0,14,,0.0,0,,0.0,0,,0.1363636363636363,0.1363636363636363,,1,1,0.0001857700167193015,0
0.5,2,0.3333333333333333,0.5,2,0.3333333333333333,0.0,0,0.0,0.75,13532.0,54128,0.0,0,4,0.0,0,0.0,0.25,1,0.25000000000000006,4.75,19,2.25,0.0,0,0.0,0.25,1,0.25,-0.033333333333333326,-0.1333333333333333,0.20888888888888887,1,2,0.0,0
1.0,1,,0.0,0,,3.0,3,,0.0,87698.0,87698,,1,1,0.0,0,,1.0,1,,8.0,8,,0.0,0,,0.0,0,,0.4,0.4,,1,1,1.1402768592214189e-05,0
0.0,0,,0.0,0,,0.0,0,,0.0,224.0,224,,1,1,0.0,0,,1.0,1,,2.0,2,,0.0,0,,0.0,0,,0.0,0.0,,1,1,0.004464285714285714,0
0.0,0,0.0,0.75,3,0.25,0.25,1,0.25000000000000006,0.5,82724.5,330898,27.0,0,4,0.0,0,0.0,3.75,15,6.25,5.25,21,6.25,0.0,0,0.0,0.0,0,0.0,-0.1375,-0.55,0.081875,1,1,0.0,0
0.0,0,,1.0,1,,0.0,0,,0.0,2102.0,2102,,1,1,0.0,0,,0.0,0,,1.0,1,,1.0,1,,0.0,0,,-0.05,-0.05,,1,1,0.0004757373929590866,0
1.5,3,4.5,0.0,0,0.0,0.0,0,0.0,0.5,2447.0,4894,0.0,0,2,0.0,0,0.0,0.0,0,0.0,1.5,3,4.5,0.0,0,0.0,0.5,1,0.5,0.04249999999999995,0.0849999999999999,0.003612499999999991,2,1,0.0,0
1.0,1,,0.0,0,,1.0,1,,0.0,55380.0,55380,,0,1,0.0,0,,0.0,0,,4.0,4,,0.0,0,,1.0,1,,-0.4375,-0.4375,,1,1,0.0,0
0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.75,1037.0,4148,0.0,0,4,0.0,0,0.0,1.25,5,3.5833333333333335,3.25,13,16.25,0.0,0,0.0,0.25,1,0.25000000000000006,0.0,0.0,0.026666666666666672,1,2,0.0,0
0.0,0,,0.0,0,,0.0,0,,0.0,4375.0,4375,,0,1,0.0,0,,1.0,1,,3.0,3,,0.0,0,,0.0,0,,0.3,0.3,,1,1,0.0,0
0.5,1,0.5,0.0,0,0.0,0.0,0,0.0,0.5,4401.0,8802,0.0,0,2,0.0,0,0.0,1.0,2,0.0,3.5,7,0.5,0.0,0,0.0,0.0,0,0.0,0.3333333333333333,0.6666666666666666,0.05555555555555558,1,1,0.0,0
105.4,1054,5302.266666666666,223.6,2236,16635.6,0.2,2,0.17777777777777778,0.8,37334.0,373340,256.4444444444494,7,10,1.0,10,0.0,2.5,25,0.7222222222222223,14.2,142,6.177777777777776,0.0,0,0.0,0.0,0,0.0,-0.04272727272727274,-0.42727272727272736,0.031548209366391175,1,2,0.00018749665184550275,0
1.0,1,,0.0,0,,1.0,1,,0.0,217.0,217,,1,1,0.0,0,,1.0,1,,2.0,2,,0.0,0,,0.0,0,,-0.9,-0.9,,1,1,0.004608294930875576,0
0.0,0,,0.0,0,,3.0,3,,0.0,10823.0,10823,,1,1,0.0,0,,1.0,1,,10.0,10,,0.0,0,,0.0,0,,0.2,0.2,,1,1,9.239582370876836e-05,0
0.0,0,,0.0,0,,0.0,0,,0.0,40978.0,40978,,0,1,0.0,0,,0.0,0,,14.0,14,,0.0,0,,0.0,0,,-0.15,-0.15,,1,1,0.0,0
0.0,0,,0.0,0,,0.0,0,,0.0,3985.0,3985,,0,1,0.0,0,,2.0,2,,13.0,13,,0.0,0,,0.0,0,,-0.2,-0.2,,1,1,0.0,0
0.0,0,,0.0,0,,0.0,0,,0.0,44379.0,44379,,1,1,0.0,0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,,0.0,0.0,,1,1,2.25331801077086e-05,0
0.0,0,,0.0,0,,0.0,0,,0.0,5383.0,5383,,1,1,0.0,0,,0.0,0,,2.0,2,,0.0,0,,1.0,1,,0.0,0.0,,1,1,0.0001857700167193015,0
0.0,0,,0.0,0,,0.0,0,,0.0,44679.0,44679,,0,1,0.0,0,,0.0,0,,3.0,3,,0.0,0,,0.0,0,,0.0,0.0,,1,1,0.0,0
0.5,1,0.5,1.0,2,0.0,0.0,0,0.0,0.5,6461.0,12922,2.0,2,2,0.0,0,0.0,2.0,4,8.0,6.0,12,2.0,0.0,0,0.0,0.0,0,0.0,0.13095238095238096,0.2619047619047619,0.03429705215419501,1,2,0.00030954960532425323,0
0.0,0,0.0,0.0,0,0.0,4.0,8,2.0,0.0,35290.5,70581,4.5,2,2,0.0,0,0.0,1.0,2,0.0,11.5,23,12.5,0.0,0,0.0,0.0,0,0.0,-0.0625,-0.125,0.0078125,2,1,5.66724755954152e-05,0
0.0,0,,0.0,0,,0.0,0,,0.0,16287.0,16287,,0,1,0.0,0,,3.0,3,,4.0,4,,0.0,0,,0.0,0,,0.5,0.5,,1,1,0.0,0
3.0,9,27.0,1.0,3,3.0,0.0,0,0.0,0.6666666666666667,7652.666666666667,22958,33.333333333332575,0,3,0.0,0,0.0,0.3333333333333333,1,0.33333333333333337,1.3333333333333333,4,2.3333333333333335,0.0,0,0.0,0.3333333333333333,1,0.33333333333333337,0.05833333333333334,0.17500000000000002,0.10020833333333333,1,2,0.0,0
0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.5,16674.0,33348,0.0,0,2,0.0,0,0.0,0.5,1,0.5,2.0,4,0.0,0.0,0,0.0,0.5,1,0.5,-0.3416666666666667,-0.6833333333333333,0.016805555555555542,1,2,0.0,0
0.0,0,,0.0,0,,0.0,0,,0.0,20278.0,20278,,1,1,0.0,0,,1.0,1,,4.0,4,,0.0,0,,0.0,0,,-0.0818181818181818,-0.0818181818181818,,1,1,4.931452805996646e-05,0
0.0,0,,0.0,0,,0.0,0,,0.0,435.0,435,,1,1,0.0,0,,0.0,0,,5.0,5,,0.0,0,,0.0,0,,-0.25,-0.25,,1,1,0.0022988505747126436,0
0.0,0,,0.0,0,,0.0,0,,0.0,7.0,7,,0,1,0.0,0,,3.0,3,,3.0,3,,0.0,0,,0.0,0,,0.0,0.0,,1,1,0.0,0
0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.6666666666666667,4803.0,14409,0.0,1,3,0.0,0,0.0,4.0,12,12.0,5.0,15,19.0,0.0,0,0.0,0.0,0,0.0,0.00416666666666667,0.012500000000000011,0.008802083333333334,2,2,0.00020820320632937748,0
0.0,0,,0.0,0,,1.0,1,,0.0,35.0,35,,0,1,0.0,0,,0.0,0,,3.0,3,,0.0,0,,0.0,0,,1.0,1.0,,1,1,0.0,0
3043.0,3043,,1459.0,1459,,0.0,0,,0.0,7067.0,7067,,0,1,1.0,1,,1.0,1,,2.0,2,,0.0,0,,0.0,0,,0.0,0.0,,1,1,0.0,0
0.0,0,,0.0,0,,0.0,0,,0.0,16874.0,16874,,0,1,0.0,0,,2.0,2,,5.0,5,,0.0,0,,0.0,0,,-0.2833333333333333,-0.2833333333333333,,1,1,0.0,0
0.0,0,,0.0,0,,0.0,0,,0.0,24117.0,24117,,1,1,0.0,0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,,0.0,0.0,,1,1,4.146452709706846e-05,0
0.0,0,,0.0,0,,0.0,0,,0.0,3524.0,3524,,0,1,0.0,0,,3.0,3,,4.0,4,,0.0,0,,1.0,1,,0.25,0.25,,1,1,0.0,0
1.0,1,,0.0,0,,0.0,0,,0.0,124.0,124,,0,1,0.0,0,,1.0,1,,9.0,9,,0.0,0,,0.0,0,,0.0,0.0,,1,1,0.0,0
0.0,0,,0.0,0,,0.0,0,,0.0,222.0,222,,1,1,0.0,0,,0.0,0,,1.0,1,,0.0,0,,0.0,0,,0.0,0.0,,1,1,0.0045045045045045045,0
0.0,0,,2.0,2,,0.0,0,,0.0,22428.0,22428,,0,1,0.0,0,,1.0,1,,12.0,12,,0.0,0,,0.0,0,,0.8125,0.8125,,1,1,0.0,0
0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.5,1116.0,2232,0.0,1,2,0.0,0,0.0,1.0,2,0.0,4.0,8,8.0,0.0,0,0.0,0.5,1,0.5,0.0,0.0,0.0,2,1,0.0008960573476702509,0
0.0,0,,0.0,0,,0.0,0,,0.0,2097.0,2097,,1,1,0.0,0,,0.0,0,,1.0,1,,0.0,0,,0.0,0,,-0.03125,-0.03125,,1,1,0.0004768717215069146,0
0.0,0,,0.0,0,,0.0,0,,0.0,138.0,138,,0,1,0.0,0,,2.0,2,,2.0,2,,0.0,0,,0.0,0,,0.0,0.0,,1,1,0.0,0
0.0,0,,0.0,0,,0.0,0,,0.0,39121.0,39121,,0,1,0.0,0,,0.0,0,,3.0,3,,0.0,0,,0.0,0,,-0.75,-0.75,,1,1,0.0,0
0.0,0,,0.0,0,,0.0,0,,0.0,8663.0,8663,,1,1,0.0,0,,0.0,0,,3.0,3,,0.0,0,,0.0,0,,0.0,0.0,,1,1,0.0001154334526145677,0
0.0,0,,0.0,0,,0.0,0,,0.0,129340.0,129340,,1,1,0.0,0,,3.0,3,,17.0,17,,0.0,0,,0.0,0,,0.5,0.5,,1,1,7.731560228854184e-06,0
0.0,0,,0.0,0,,4.0,4,,0.0,8882.0,8882,,0,1,0.0,0,,2.0,2,,17.0,17,,0.0,0,,0.0,0,,0.0,0.0,,1,1,0.0,0
1.5,3,0.5,0.5,1,0.5,0.0,0,0.0,0.5,17838.5,35677,0.5,0,2,0.0,0,0.0,2.5,5,4.5,14.0,28,338.0,0.0,0,0.0,0.0,0,0.0,-0.1,-0.2,0.020000000000000004,2,1,0.0,0
135.0,135,,134.0,134,,2.0,2,,0.0,73456.0,73456,,0,1,0.0,0,,1.0,1,,5.0,5,,0.0,0,,1.0,1,,0.5625,0.5625,,1,1,0.0,0
0.0,0,,0.0,0,,0.0,0,,0.0,4796.0,4796,,1,1,0.0,0,,1.0,1,,5.0,5,,0.0,0,,0.0,0,,0.0,0.0,,1,1,0.0002085070892410342,0
0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.5,17699.5,35399,4.5,0,2,0.0,0,0.0,2.0,4,2.0,3.5,7,4.5,0.0,0,0.0,0.0,0,0.0,-0.35,-0.7,0.24499999999999997,1,1,0.0,0
0.0,0,,0.0,0,,0.0,0,,0.0,840.0,840,,0,1,0.0,0,,1.0,1,,6.0,6,,0.0,0,,0.0,0,,0.0,0.0,,1,1,0.0,0
0.0,0,,1.0,1,,0.0,0,,0.0,12291.0,12291,,0,1,0.0,0,,3.0,3,,17.0,17,,0.0,0,,0.0,0,,0.0,0.0,,1,1,0.0,0
0.0,0,,0.0,0,,0.0,0,,0.0,26402.0,26402,,1,1,0.0,0,,3.0,3,,7.0,7,,0.0,0,,0.0,0,,0.2,0.2,,1,1,3.7875918491023404e-05,0
1.0,3,1.0,0.0,0,0.0,0.0,0,0.0,0.6666666666666667,3565.0,10695,0.0,0,3,0.0,0,0.0,0.0,0,0.0,1.0,3,1.0,0.0,0,0.0,0.3333333333333333,1,0.33333333333333337,0.0,0.0,0.25,1,2,0.0,0
0.0,0,0.0,0.2,1,0.2,0.4,2,0.3,0.6,5544.8,27724,2.7000000000001023,3,5,0.0,0,0.0,1.6,8,1.3,13.0,65,36.0,0.0,0,0.0,0.0,0,0.0,0.2209090909090909,1.1045454545454545,0.03412809917355373,3,2,0.0005410474678978503,0
663.0,663,,705.0,705,,0.0,0,,0.0,1363.0,1363,,0,1,1.0,1,,2.0,2,,3.0,3,,0.0,0,,0.0,0,,0.0,0.0,,1,1,0.0,0
0.0,0,,0.0,0,,1.0,1,,0.0,146.0,146,,0,1,0.0,0,,1.0,1,,4.0,4,,1.0,1,,1.0,1,,0.075,0.075,,1,1,0.0,0
0.0,0,,0.0,0,,0.0,0,,0.0,1153.0,1153,,0,1,0.0,0,,2.0,2,,3.0,3,,0.0,0,,0.0,0,,0.15,0.15,,1,1,0.0,0
0.0,0,,0.0,0,,0.0,0,,0.0,38.0,38,,1,1,0.0,0,,0.0,0,,1.0,1,,0.0,0,,0.0,0,,0.4,0.4,,1,1,0.02631578947368421,0
0.0,0,,0.0,0,,1.0,1,,0.0,421.0,421,,0,1,0.0,0,,0.0,0,,4.0,4,,0.0,0,,0.0,0,,0.1,0.1,,1,1,0.0,0
51.0,51,,171.0,171,,0.0,0,,0.0,29772.0,29772,,0,1,0.0,0,,0.0,0,,5.0,5,,0.0,0,,0.0,0,,0.0,0.0,,1,1,0.0,0
0.0,0,,0.0,0,,0.0,0,,0.0,320422.0,320422,,1,1,0.0,0,,3.0,3,,7.0,7,,0.0,0,,1.0,1,,0.44,0.44,,1,1,3.120884333784821e-06,0
0.0,0,,0.0,0,,0.0,0,,0.0,18392.0,18392,,0,1,0.0,0,,0.0,0,,3.0,3,,0.0,0,,0.0,0,,0.0,0.0,,1,1,0.0,0
0.0,0,,0.0,0,,0.0,0,,0.0,14396.0,14396,,0,1,0.0,0,,1.0,1,,7.0,7,,0.0,0,,0.0,0,,0.0,0.0,,1,1,0.0,0
